epoch,train_loss,val_loss,best_model
1,19.028491,19.997776,True
2,10.982178,22.233899,False
3,10.677053,17.207474,True
4,10.43417,18.966835,False
5,10.234788,19.578232,False
6,10.028021,19.734345,False
7,9.922317,17.66633,False
8,9.692349,19.788632,False
9,9.631169,18.686304,False
10,9.59042,17.300664,False
11,9.445596,16.401964,True
12,9.413136,17.20943,False
13,9.305874,18.919062,False
14,9.299295,17.967566,False
15,9.224693,17.925305,False
16,9.130635,18.614602,False
17,9.059488,16.504987,False
18,9.071674,16.889804,False
19,9.06844,18.010111,False
20,9.010384,18.652731,False
