epoch,train_loss,val_loss,best_model
1,654.385534,337.886601,True
2,336.002855,322.524518,True
3,328.014424,283.168418,True
4,310.34985,299.743648,False
5,303.389113,263.045005,True
6,290.475186,304.315951,False
7,285.075792,323.24029,False
8,279.356184,276.997337,False
9,274.01101,248.504149,True
10,267.069105,266.953693,False
11,261.47824,275.809987,False
12,259.873877,268.92927,False
13,252.517666,297.951524,False
14,236.130138,299.550398,False
15,226.103518,259.843079,False
16,228.194662,263.071909,False
17,223.72729,267.881115,False
18,214.182337,267.915428,False
19,208.687985,269.40481,False
20,205.803024,274.127418,False
21,206.634206,285.846454,False
22,201.770101,276.55351,False
23,200.130912,285.446172,False
24,199.365768,272.627757,False
25,195.816081,297.479367,False
26,194.392519,288.339278,False
27,194.060191,288.00029,False
28,193.818905,279.776264,False
29,192.457779,290.521283,False
30,191.857039,289.463399,False
31,192.331864,292.779694,False
32,189.752769,290.479277,False
33,191.481633,290.215251,False
34,190.348996,289.564211,False
35,188.30484,288.647963,False
36,188.39464,293.576779,False
37,190.883831,287.579152,False
38,188.486649,289.902927,False
39,188.121612,291.443979,False
40,186.204838,289.004939,False
41,188.853898,290.630566,False
42,188.071129,291.957044,False
43,188.477361,291.312962,False
44,188.719929,290.371762,False
45,190.390603,290.2064,False
46,189.328767,291.175393,False
47,189.27159,291.420322,False
48,190.895066,291.952478,False
49,190.668646,290.3391,False
50,189.201775,290.674593,False
