epoch,train_loss,val_loss,best_model
1,573.112358,332.856695,True
2,321.124709,284.455534,True
3,298.571212,254.440765,True
4,286.520868,259.684692,False
5,279.745,266.69556,False
6,270.377469,280.604722,False
7,266.245477,299.742212,False
8,243.216578,282.399606,False
9,238.546733,268.896305,False
10,234.021927,262.744964,False
11,225.869332,285.943146,False
12,213.196578,311.834328,False
13,215.450136,289.269337,False
14,210.886618,290.617012,False
15,209.941076,284.812907,False
16,201.200807,292.383015,False
17,202.556125,297.176663,False
18,199.300291,301.776031,False
19,199.000496,287.387607,False
20,194.386239,299.832438,False
21,197.923501,295.991169,False
22,193.837909,293.021846,False
23,192.884277,291.478187,False
24,191.511789,296.077456,False
25,190.192913,298.016561,False
26,192.183292,295.114973,False
27,192.182897,292.30148,False
28,189.383767,295.817668,False
29,187.22271,295.826029,False
30,187.957624,296.214839,False
31,189.155224,295.207219,False
32,189.608552,295.348561,False
33,188.880695,294.300181,False
34,188.966605,293.789356,False
35,188.095716,296.291574,False
36,188.234068,295.962094,False
37,189.905679,296.055591,False
38,186.438089,295.114521,False
39,187.135985,296.325123,False
40,186.956882,295.982546,False
41,188.555084,295.332732,False
42,188.457915,295.314932,False
43,187.474095,294.491882,False
44,187.446652,294.344398,False
45,187.818765,294.619729,False
46,188.55068,294.474171,False
47,186.379563,295.002526,False
48,186.209932,295.077863,False
49,187.079158,295.235232,False
50,189.145529,295.246674,False
51,188.563819,295.078959,False
52,185.833744,295.129575,False
53,185.372804,295.098174,False
54,188.820801,295.271413,False
55,186.501841,295.300366,False
56,189.713734,295.374848,False
57,188.31412,295.292146,False
58,188.42159,295.339873,False
59,184.672832,295.355904,False
60,188.18485,295.361373,False
61,188.37195,295.344895,False
62,188.103739,295.360288,False
63,186.06757,295.334272,False
64,183.526642,295.236646,False
65,186.725189,295.214562,False
66,186.621792,295.139707,False
67,187.625484,295.06421,False
68,186.46676,295.02562,False
69,188.202014,295.00012,False
70,188.508166,295.053329,False
71,186.085835,294.9589,False
72,185.408519,294.980924,False
73,190.026934,294.994572,False
74,187.478857,294.968721,False
75,190.358008,294.965529,False
76,187.079596,294.951841,False
77,187.914697,294.947661,False
78,188.365439,294.846592,False
79,185.861444,294.845232,False
80,186.373969,294.870503,False
81,185.802413,294.867592,False
82,187.487415,294.845242,False
83,187.559873,294.886625,False
84,188.664903,294.895981,False
85,187.392896,294.776299,False
86,186.268244,294.795329,False
87,185.965602,294.783145,False
88,185.834374,294.757784,False
89,184.312455,294.782019,False
90,188.420708,294.800687,False
91,187.411614,294.883755,False
92,189.570487,294.858824,False
93,188.802889,294.865874,False
94,186.92988,294.878459,False
95,188.778723,294.808407,False
96,188.228686,294.830484,False
97,189.949821,294.894296,False
98,186.796239,294.85491,False
99,186.648912,294.912334,False
100,188.331166,294.925941,False
101,188.559333,294.979301,False
102,188.558322,294.997074,False
103,186.117154,294.960057,False
104,187.153468,294.987444,False
105,187.764705,294.942858,False
106,186.692799,294.999464,False
107,188.782807,294.965987,False
108,190.2999,294.898958,False
109,190.711378,294.894922,False
110,186.644488,294.852426,False
111,186.963922,294.830333,False
112,185.6328,294.787309,False
113,185.819888,294.840997,False
114,190.247273,294.863468,False
115,186.90416,294.885486,False
116,187.740745,294.905876,False
117,189.394218,294.887225,False
118,186.926041,294.850446,False
119,189.357257,294.842466,False
120,187.077868,294.845999,False
121,189.776505,294.84028,False
122,189.485085,294.924367,False
123,186.711172,294.872266,False
124,186.734841,294.930275,False
125,189.548324,295.032201,False
126,189.743529,295.026349,False
127,187.685473,294.997657,False
128,189.51104,295.005951,False
129,185.992245,294.991571,False
130,188.622502,295.028505,False
131,187.880951,295.031261,False
132,185.472234,295.059559,False
133,186.741925,295.011117,False
134,186.592937,294.973718,False
135,186.410624,294.957875,False
136,188.499465,295.004658,False
137,187.201264,295.025046,False
138,186.52492,294.967971,False
139,187.248732,294.97624,False
140,188.655784,294.980752,False
141,189.059617,294.967253,False
142,188.908245,295.032779,False
143,184.796353,295.076024,False
144,188.281124,295.033041,False
145,187.476153,295.038969,False
146,188.868628,295.027466,False
147,190.426386,295.078599,False
148,186.182754,294.978383,False
149,189.439843,294.935982,False
150,186.163194,294.951943,False
151,188.182499,294.970121,False
152,189.585447,294.995293,False
153,187.69143,294.990979,False
154,190.494844,295.019866,False
155,188.345779,294.948786,False
156,187.597637,294.935933,False
157,186.915997,294.934056,False
158,187.632484,294.982039,False
159,185.947012,294.974782,False
160,188.918695,294.933323,False
161,188.980996,294.946363,False
162,188.571208,294.972546,False
163,187.900488,295.004411,False
164,187.693133,295.006104,False
165,187.729386,295.083092,False
166,187.999183,295.000616,False
167,190.654657,294.971416,False
168,187.654908,294.94782,False
169,185.391233,294.961404,False
170,187.666306,295.036018,False
171,187.195142,294.956741,False
172,185.878233,294.945189,False
173,189.824473,294.939849,False
174,187.413128,295.017029,False
175,187.070117,295.041526,False
176,186.982389,295.027663,False
177,186.569108,295.018484,False
178,186.758599,295.070441,False
179,186.96734,295.03338,False
180,188.798224,294.939018,False
181,191.052427,294.975044,False
182,190.079142,294.965612,False
183,187.853576,294.995632,False
184,188.593009,294.942174,False
185,186.725407,294.960408,False
186,188.987505,294.926228,False
187,186.426026,294.923319,False
188,187.504288,294.869736,False
189,187.142497,294.798566,False
190,187.537637,294.833904,False
191,188.493998,294.885257,False
192,187.193226,294.893991,False
193,188.233602,295.001311,False
194,187.192713,294.902794,False
195,188.47545,294.95149,False
196,188.129632,294.965751,False
197,186.317746,294.964901,False
198,187.528944,294.976311,False
199,188.397593,294.920039,False
200,189.647872,294.878703,False
201,187.682229,294.838834,False
202,188.063828,294.849895,False
203,187.827944,294.90406,False
204,187.770565,294.947887,False
205,188.222388,294.857439,False
