epoch,train_loss,val_loss,best_model
1,95.137636,50.754508,True
2,32.988565,51.423573,False
3,27.930656,67.907933,False
4,22.80127,39.191178,True
5,21.44711,38.550083,True
6,19.784655,38.391158,True
7,19.424228,33.539622,True
8,18.27197,38.00687,False
9,17.462676,36.169589,False
10,15.858765,37.70965,False
11,15.21683,36.457865,False
12,14.347452,38.606019,False
13,13.905436,44.161196,False
14,13.537238,39.88616,False
15,13.228916,38.02918,False
16,12.9432,37.932819,False
17,12.76101,39.864651,False
18,12.674195,42.409662,False
19,12.708637,35.316428,False
20,12.634119,40.284122,False
