epoch,train_loss,val_loss,best_model
1,19.814749,16.551568,True
2,11.988953,14.551734,True
3,11.697185,17.847658,False
4,11.27773,15.072006,False
5,11.02568,13.99778,True
6,10.752726,15.502388,False
7,10.632875,14.398819,False
8,10.392149,15.0014,False
9,10.414032,12.981841,True
10,10.265791,14.387696,False
11,10.225839,12.60541,True
12,9.988062,13.57244,False
13,9.770895,14.280414,False
14,9.593566,13.098067,False
15,9.542661,12.973008,False
16,9.299055,13.95181,False
17,9.306107,13.285484,False
18,9.240618,14.092693,False
19,9.201338,13.499933,False
20,9.132624,13.467106,False
