epoch,train_loss,val_loss,best_model
1,89.179988,40.793061,True
2,30.794605,38.790248,True
3,26.450272,33.823945,True
4,23.758363,36.896678,False
5,21.772913,36.98022,False
6,19.175647,39.543103,False
7,18.084996,33.383488,True
8,17.369641,35.72424,False
9,16.56795,33.297601,True
10,15.992865,33.141819,True
11,15.495593,38.255785,False
12,14.645326,37.832797,False
13,13.645891,35.08588,False
14,13.074838,38.005098,False
15,12.472286,33.912726,False
16,12.12596,32.022893,True
17,12.004293,36.29862,False
18,11.610337,35.889289,False
19,11.24144,35.827635,False
20,11.058396,37.980372,False
