epoch,train_loss,val_loss,best_model
1,14.11367,9.441814,True
2,5.686211,6.602826,True
3,4.244654,9.590297,False
4,3.820839,6.302331,True
5,3.472772,9.020978,False
6,3.231947,8.510038,False
7,3.291689,6.809871,False
8,2.996117,8.219021,False
9,2.881558,6.293085,True
10,2.614506,8.290266,False
11,2.484926,10.065414,False
12,2.352427,8.786628,False
13,2.356111,10.926849,False
14,2.244447,8.496353,False
15,1.949777,7.51592,False
16,1.914606,8.41956,False
17,1.743557,8.188745,False
18,1.752952,6.43443,False
19,1.679304,7.579348,False
20,1.583833,8.461478,False
21,1.530172,7.078287,False
22,1.50216,8.903205,False
23,1.489584,10.807518,False
24,1.456433,8.080364,False
25,1.412681,7.765228,False
26,1.383293,7.25745,False
27,1.361264,8.355166,False
28,1.349616,6.853364,False
29,1.327825,7.030926,False
30,1.319633,7.67092,False
31,1.307918,7.468109,False
32,1.292802,7.095033,False
33,1.289605,7.600829,False
34,1.269513,6.838606,False
35,1.257558,6.87169,False
36,1.257242,7.655344,False
37,1.261424,7.662445,False
38,1.260807,7.005537,False
39,1.239285,7.46099,False
40,1.242196,7.5903,False
41,1.254509,7.269681,False
42,1.25036,7.474235,False
43,1.265908,7.429907,False
44,1.249467,7.703823,False
45,1.247981,7.104917,False
46,1.24078,7.52529,False
47,1.242642,7.555553,False
48,1.237927,7.205685,False
49,1.23002,7.799304,False
