epoch,train_loss,val_loss,best_model
1,95.014864,29.36318,True
2,33.736097,34.801412,False
3,28.970045,27.0409,True
4,26.342391,27.771806,False
5,23.933559,25.967392,True
6,22.004247,24.708776,True
7,20.637798,23.865076,True
8,19.761879,22.646274,True
9,18.994457,23.752155,False
10,18.200877,21.136463,True
11,17.65566,21.979643,False
12,16.929749,22.690952,False
13,15.010836,20.10673,True
14,14.210187,21.943207,False
15,13.739639,21.645842,False
16,12.651431,20.381856,False
17,12.244764,21.436381,False
18,11.610149,21.70288,False
19,11.55594,20.610515,False
20,10.976271,20.555171,False
