epoch,train_loss,val_loss,best_model
1,160.435061,62.886748,True
2,38.837512,46.471798,True
3,33.136343,37.073487,True
4,29.921149,59.004174,False
5,27.680204,39.767252,False
6,24.433518,38.324551,False
7,23.256403,41.031574,False
8,21.139731,42.829349,False
9,20.624638,39.543298,False
10,19.518674,44.76269,False
11,18.942284,40.617393,False
12,18.477354,37.23363,False
13,18.35622,40.967857,False
14,18.226998,37.61742,False
15,17.880699,40.643251,False
16,17.706589,40.921103,False
17,17.919603,40.478064,False
18,17.825362,42.018425,False
19,17.504583,43.016258,False
20,17.821573,42.461747,False
21,17.787726,41.892304,False
22,17.708288,42.08528,False
23,17.58416,42.293068,False
24,17.74149,39.10899,False
25,17.505106,40.340038,False
