epoch,train_loss,val_loss,best_model
1,9.139096,4.338886,True
2,3.963443,4.640551,False
3,3.427539,3.95747,True
4,3.258449,4.128173,False
5,3.006104,5.163601,False
6,2.823975,4.532263,False
7,2.643696,4.027286,False
8,2.560371,3.732573,True
9,2.460358,4.198469,False
10,2.436996,4.4483,False
11,2.276554,4.123833,False
12,2.235411,3.873506,False
13,2.192394,4.099058,False
14,1.902972,4.279269,False
15,1.867855,4.116866,False
16,1.796331,4.360421,False
17,1.768907,3.751839,False
18,1.684264,4.13208,False
19,1.572595,4.098525,False
20,1.546467,4.076899,False
21,1.497895,4.009115,False
22,1.497998,4.010135,False
23,1.454775,3.861013,False
24,1.407429,3.923535,False
25,1.3833,3.779426,False
26,1.357951,3.766326,False
27,1.354691,3.824745,False
28,1.294522,3.910475,False
29,1.310925,3.962694,False
30,1.291658,3.871054,False
31,1.286462,3.917444,False
32,1.278899,3.91792,False
33,1.262174,3.867112,False
34,1.238545,3.997093,False
35,1.23473,4.008394,False
36,1.227166,3.945427,False
37,1.242482,3.929935,False
38,1.231207,3.849273,False
39,1.200208,3.902678,False
40,1.206943,3.93267,False
41,1.213016,3.975546,False
42,1.183034,4.063544,False
43,1.198527,3.982667,False
44,1.18078,3.976937,False
45,1.20742,3.943226,False
46,1.170056,3.869283,False
47,1.195516,3.927777,False
48,1.181008,3.854015,False
49,1.174787,3.988418,False
