epoch,train_loss,val_loss,best_model
1,14.434824,9.559885,True
2,5.793177,7.577101,True
3,4.781621,5.558752,True
4,4.173466,6.110382,False
5,3.841342,6.675118,False
6,3.529092,4.998228,True
7,3.238796,8.078942,False
8,3.131627,11.714263,False
9,2.999668,7.004737,False
10,2.823981,9.587158,False
11,2.681537,7.778676,False
12,2.304588,7.020625,False
13,2.217066,5.831735,False
14,2.125023,8.028673,False
15,1.998038,5.893732,False
16,1.980246,7.858805,False
17,1.811319,5.893717,False
18,1.775176,6.283732,False
19,1.725925,7.08974,False
20,1.707636,7.668014,False
21,1.633092,7.08785,False
22,1.582861,7.261882,False
23,1.561652,6.456411,False
24,1.548823,6.781911,False
25,1.536536,6.510254,False
26,1.514779,6.860355,False
27,1.434356,7.33239,False
28,1.439207,6.559762,False
29,1.455989,6.972949,False
30,1.4374,7.512378,False
31,1.412851,7.039716,False
32,1.401076,7.013703,False
33,1.39506,7.420114,False
34,1.3662,7.373374,False
35,1.396785,7.38307,False
36,1.366913,7.360816,False
37,1.387173,7.194841,False
38,1.355685,7.384628,False
39,1.378448,7.344178,False
40,1.356823,7.157601,False
41,1.353785,7.483443,False
42,1.328709,7.178793,False
43,1.355975,7.062903,False
44,1.345492,7.209981,False
45,1.358475,7.434092,False
46,1.334996,7.38963,False
47,1.35093,7.211058,False
48,1.350156,7.045949,False
49,1.343018,6.87302,False
