epoch,train_loss,val_loss,best_model
1,23.006116,12.873955,True
2,6.080681,10.523649,True
3,4.004368,8.77206,True
4,3.387587,7.742538,True
5,2.956363,7.64759,True
6,2.75246,8.333618,False
7,2.666744,8.893813,False
8,2.506119,6.972453,True
9,2.418805,8.27969,False
10,2.409882,11.040447,False
11,2.321285,9.644837,False
12,2.274132,9.78734,False
13,2.244729,7.764735,False
14,2.200896,5.033554,True
15,2.101118,10.276352,False
16,2.063051,9.409294,False
17,2.042291,8.889109,False
18,2.010453,8.071334,False
19,1.977567,8.850186,False
20,1.911843,8.514169,False
