epoch,train_loss,val_loss,best_model
1,22.813788,15.957174,True
2,5.156331,10.262754,True
3,3.336481,8.620529,True
4,2.875337,8.569344,True
5,2.691796,6.768864,True
6,2.56843,7.080578,False
7,2.473911,8.551301,False
8,2.370543,7.151449,False
9,2.308203,7.666862,False
10,2.294465,7.848199,False
11,2.250711,8.738953,False
12,2.206942,6.866132,False
13,2.137363,6.06376,True
14,2.073804,6.968887,False
15,2.05896,10.101162,False
16,2.015558,7.54676,False
17,2.0172,10.381734,False
18,1.953623,8.144959,False
19,1.933287,6.750958,False
20,1.886939,6.394382,False
