epoch,train_loss,val_loss,best_model
1,22.858605,5.638633,True
2,4.372623,3.996016,True
3,3.421773,3.879237,True
4,3.018691,2.861759,True
5,2.808362,3.654351,False
6,2.680194,2.77154,True
7,2.562987,3.192782,False
8,2.508469,3.695364,False
9,2.388335,2.804443,False
10,2.337629,3.577805,False
11,2.344784,3.00463,False
12,2.299674,2.800744,False
13,2.228964,3.097388,False
14,2.22371,2.870674,False
15,1.997644,2.765926,True
16,2.021184,2.946575,False
17,1.959978,2.830714,False
18,1.946044,2.786516,False
19,1.924962,3.367708,False
20,1.914121,3.08055,False
