epoch,train_loss,val_loss,best_model
1,6107.789846,2227.507456,True
2,1516.194821,220.638806,True
3,250.084779,230.400613,False
4,170.405838,213.741339,True
5,151.315257,241.807881,False
6,137.879608,231.395048,False
7,122.56968,244.898987,False
8,116.079693,179.033561,True
9,112.99238,177.975837,True
10,108.000435,269.73858,False
11,104.531553,274.770062,False
12,94.826187,208.673477,False
13,92.925577,279.782736,False
14,89.317643,207.483771,False
15,87.41267,232.32627,False
16,86.236369,217.843697,False
17,84.820673,227.598908,False
18,83.58028,231.880495,False
19,83.163344,236.851778,False
20,82.675751,230.105373,False
21,84.251812,226.926057,False
22,84.129354,227.83364,False
23,82.499135,225.993553,False
24,82.079114,207.264663,False
25,81.805254,233.041176,False
26,81.79359,210.220257,False
27,82.781507,201.874114,False
28,81.059202,239.515791,False
29,81.500102,227.149338,False
30,83.312695,253.94648,False
31,82.237657,197.984242,False
32,83.264039,206.556225,False
33,82.573499,228.68545,False
34,82.357475,225.145572,False
35,81.619259,194.327292,False
36,83.425459,217.445414,False
37,83.625974,225.824666,False
38,82.277837,216.602457,False
39,82.790904,188.810962,False
40,82.509983,203.257184,False
41,82.510646,198.730778,False
42,81.521096,228.013313,False
43,82.414968,211.666714,False
44,82.107697,200.634944,False
45,82.484528,224.341726,False
46,82.3924,236.281089,False
47,82.20926,207.356658,False
48,83.295945,211.919792,False
49,81.716021,210.482025,False
50,80.422244,202.209726,False
51,82.357801,220.779019,False
52,82.063888,217.343358,False
53,84.187853,229.470284,False
54,82.644246,186.330786,False
55,81.846994,236.738819,False
56,81.353521,227.301949,False
57,81.507168,234.896004,False
58,81.661618,241.336505,False
59,82.559242,212.558713,False
60,82.274903,237.077495,False
61,81.627024,212.886219,False
62,83.715067,201.186284,False
63,81.62357,246.846385,False
64,81.82299,230.278821,False
65,82.362206,236.09969,False
66,82.616543,193.031118,False
67,83.715759,211.012176,False
68,81.486321,222.949531,False
69,81.799689,218.259291,False
70,82.095714,215.231933,False
71,83.524642,233.038082,False
72,82.746828,210.996461,False
73,82.951722,237.485472,False
74,81.113842,200.994113,False
75,82.602491,185.3948,False
76,81.821776,217.485821,False
77,81.420766,223.230676,False
78,83.4086,226.514979,False
79,81.926378,220.852578,False
80,82.98604,188.429949,False
81,81.844275,265.075945,False
82,81.995532,226.841561,False
83,82.243176,232.490785,False
84,81.365628,205.509505,False
85,82.000875,214.958039,False
86,82.536414,210.004195,False
87,82.056663,220.996278,False
88,81.17029,218.191174,False
89,82.045793,225.026422,False
90,81.162208,219.07067,False
91,83.339554,227.649915,False
92,83.586772,213.86038,False
93,82.164005,232.162722,False
94,81.518667,229.301483,False
95,81.984095,219.114753,False
96,80.743608,257.027089,False
97,82.979779,221.092751,False
98,82.883098,222.394378,False
99,82.965949,247.394481,False
100,82.316309,202.817781,False
