epoch,train_loss,val_loss,best_model
1,1160.748529,236.854847,True
2,165.315889,250.349734,False
3,147.294722,305.01666,False
4,131.633871,179.937824,True
5,124.886287,206.308009,False
6,119.687717,186.942938,False
7,109.229772,175.281151,True
8,106.320987,190.037688,False
9,101.981421,175.372089,False
10,97.980291,186.363214,False
11,96.014709,182.013495,False
12,91.810878,190.187116,False
13,91.147114,182.610972,False
14,89.475499,183.342146,False
15,88.99268,185.06673,False
16,88.674843,192.965035,False
17,87.949657,192.576045,False
18,87.770762,198.577636,False
19,87.197459,191.294767,False
20,86.639399,180.412051,False
