epoch,train_loss,val_loss,best_model
1,8.572999,10.271044,True
2,5.860057,7.070426,True
3,5.424116,9.72379,False
4,4.985964,6.750895,True
5,4.766018,4.631449,True
6,4.527893,3.975363,True
7,4.366939,5.874898,False
8,4.227067,5.764958,False
9,4.11171,5.437809,False
10,3.97245,8.904851,False
11,3.791825,5.448673,False
