epoch,train_loss,val_loss,best_model
1,95.844235,50.401446,True
2,31.938516,34.982548,True
3,27.053403,34.148761,True
4,24.715123,40.561304,False
5,22.723515,34.190715,False
6,20.17695,33.852278,True
7,18.724233,34.717911,False
8,18.018165,31.618516,True
9,17.345675,39.340152,False
10,16.845219,38.597748,False
11,15.445027,34.551549,False
12,14.670351,33.357722,False
13,13.884774,33.15931,False
14,13.65037,32.895909,False
15,13.384362,35.72482,False
16,13.072132,33.798865,False
17,12.919361,32.335302,False
18,12.860143,34.069152,False
19,12.788094,37.353008,False
20,12.559502,31.891203,False
