epoch,train_loss,val_loss,best_model
1,95.864308,40.82131,True
2,35.809596,39.755764,True
3,30.242312,40.192304,False
4,26.948716,35.94066,True
5,24.533282,39.034846,False
6,22.871019,33.033544,True
7,21.739919,35.511355,False
8,19.959534,36.866035,False
9,17.542223,36.193789,False
10,16.516079,40.690907,False
11,15.00668,37.905228,False
12,14.394597,32.562203,True
13,13.996082,37.050039,False
14,13.245125,35.784658,False
15,12.661259,34.184801,False
16,12.362087,35.383085,False
17,11.916113,36.424424,False
18,11.824474,36.253523,False
19,11.691452,38.843225,False
20,11.543136,38.713375,False
