epoch,train_loss,val_loss,best_model
1,24.118969,11.816787,True
2,6.049924,7.821729,True
3,4.139504,7.096119,True
4,3.367091,9.347744,False
5,3.093962,7.745944,False
6,2.809112,10.424525,False
7,2.850659,10.107515,False
8,2.61012,13.795091,False
9,2.548539,8.309429,False
10,2.429768,8.237482,False
11,2.393686,8.546696,False
12,2.225349,6.35565,True
13,2.192173,8.460326,False
14,2.126482,12.554996,False
15,2.131338,9.988498,False
16,2.065379,9.533645,False
17,2.059898,11.030531,False
18,2.044577,8.414972,False
19,2.027808,10.102648,False
20,1.997647,7.686336,False
