epoch,train_loss,val_loss,best_model
1,20.738924,10.606249,True
2,4.276467,9.837006,True
3,3.325214,8.788211,True
4,2.95088,7.839206,True
5,2.735841,7.933732,False
6,2.574797,11.178565,False
7,2.528675,7.456771,True
8,2.480822,5.954593,True
9,2.3648,11.99616,False
10,2.323152,5.914692,True
11,2.26958,7.400932,False
12,2.242498,13.901208,False
13,2.197409,7.988727,False
14,2.156868,9.279609,False
15,2.12507,9.036921,False
16,2.044518,8.93818,False
17,2.045436,11.707692,False
18,2.02745,10.816239,False
19,1.877204,9.344899,False
20,1.830078,11.142817,False
