epoch,train_loss,val_loss,best_model
1,21.29385,16.68746,True
2,5.216166,10.688948,True
3,3.48159,7.170735,True
4,2.902737,7.866512,False
5,2.648784,9.793195,False
6,2.50355,9.847916,False
7,2.345793,9.261704,False
8,2.290762,8.888277,False
9,2.206738,11.833773,False
10,2.214015,10.614499,False
11,2.03254,10.066191,False
12,1.912384,9.860595,False
13,1.873107,11.379276,False
14,1.837363,11.871103,False
15,1.814405,9.90829,False
16,1.777799,8.474422,False
17,1.765587,10.183968,False
18,1.734028,9.455251,False
19,1.735887,9.008375,False
20,1.647268,9.367141,False
