epoch,train_loss,val_loss,best_model
1,95.860381,25.064569,True
2,33.112055,24.181419,True
3,27.986525,22.873991,True
4,24.798055,21.554658,True
5,23.095251,20.396194,True
6,21.326122,19.029539,True
7,20.529827,19.057082,False
8,19.325597,20.61569,False
9,16.914785,18.644585,True
10,16.068658,20.443806,False
11,15.202351,18.947593,False
12,13.887196,18.814905,False
13,13.413762,19.170563,False
14,12.784302,18.444071,True
15,12.393022,18.312428,True
16,12.178042,18.466567,False
17,12.092568,17.356817,True
18,12.012822,17.642556,False
19,11.786946,19.1472,False
20,11.188078,23.005309,False
